primitive_id,feature_name,threshold_source,threshold_bucket,raw_threshold_used_in_formula,validation_metric_used_to_choose_threshold,p0_9b_score_coverage_used_to_choose_threshold,threshold_declared_before_oof_metric,train_fold_quantile_used,violation_count,pass
E10P_b758424387384f0b,high_close_ratio,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_dc2a6da703381a66,atr_like_20,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_dc2a6da703381a66,prelaunch_drawdown_60d,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_dc2a6da703381a66,atr20_pct,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_f06a8da6763dffa4,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_f06a8da6763dffa4,gap_open_pct,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_f06a8da6763dffa4,atr_like_20,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_53a92f223a100453,atr20_pct_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_53a92f223a100453,volatility_return_std_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_53a92f223a100453,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d253227d5808840d,distance_to_low_120,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_d253227d5808840d,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d253227d5808840d,rank_evaporation_2d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_5c0f09c69876cad4,ret_60d_industry_rank,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_5c0f09c69876cad4,close_over_close_60d,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_5c0f09c69876cad4,ret_20d_industry_rank,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_264cc142c167b9c7,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_264cc142c167b9c7,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_264cc142c167b9c7,ret_5d_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_f0a842530fbee9f3,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_f0a842530fbee9f3,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_f0a842530fbee9f3,ret_5d_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_1cccff497a94d873,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_1cccff497a94d873,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_1cccff497a94d873,ret_40d,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_3cac8b79158fd63a,ret_5d_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_3cac8b79158fd63a,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_3cac8b79158fd63a,ret_20d_market_rank,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_d6429e5bff6b25bf,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_d6429e5bff6b25bf,atr_like_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_d6429e5bff6b25bf,volatility_return_std_5,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_29ebf5e47766ba4f,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_29ebf5e47766ba4f,distance_to_high_60,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_29ebf5e47766ba4f,volatility_return_std_20,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_c49644c23a1def6e,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_c49644c23a1def6e,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_c49644c23a1def6e,volatility_return_std_60,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_3e4d266b0e9205e2,atr20_pct_industry_rank,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_3e4d266b0e9205e2,return_acceleration_20_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_3e4d266b0e9205e2,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_165a04d26b35d682,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_165a04d26b35d682,atr20_pct_market_rank,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_165a04d26b35d682,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_e943f47006db02d2,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_e943f47006db02d2,gap_open_pct,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_e943f47006db02d2,atr_like_20,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_b447a3bcb176167e,volatility_return_std_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_b447a3bcb176167e,atr_like_10,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_b447a3bcb176167e,atr_like_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
