industry,task,fold_id,contract_id,top_split_features,common_feature_pairs,feature_family_pair_frequency,approximate_threshold_quantile_bucket,path_support_count,path_fold_presence,path_interpretation_text
汽车,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_family,industry_breadth_20d+prelaunch_drawdown_120d:38;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:37;atr20_pct+industry_breadth_20d:28;money_ratio_20+ret_rank_20d_market:25;launch_gain_from_recent_low_60d+prelaunch_drawdown_120d:23,industry_breadth_20d+prelaunch_drawdown_120d:38;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:37;atr20_pct+industry_breadth_20d:28;money_ratio_20+ret_rank_20d_market:25;launch_gain_from_recent_low_60d+prelaunch_drawdown_120d:23,categorical_or_unavailable,1,fold_2024,launch_family split appears in 1/654 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q33,57,fold_2020,industry_breadth_20d split appears in 57/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q56,54,fold_2020,launch_gain_from_recent_low_120d split appears in 54/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,rolling_range_20d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q61,48,fold_2020,rolling_range_20d split appears in 48/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q48,30,fold_2020,prelaunch_drawdown_120d split appears in 30/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_industry,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q47,28,fold_2020,relative_ret20_vs_industry split appears in 28/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,atr20_pct,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q45,27,fold_2020,atr20_pct split appears in 27/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,money_ratio_20,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q55,26,fold_2020,money_ratio_20 split appears in 26/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_benchmark,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q43,24,fold_2020,relative_ret20_vs_benchmark split appears in 24/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q46,22,fold_2020,launch_gain_from_recent_low_60d split appears in 22/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,ret_rank_20d_industry,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q34,21,fold_2020,ret_rank_20d_industry split appears in 21/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q66,15,fold_2020,ret_rank_20d_market split appears in 15/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,market_regime,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,categorical_or_unavailable,12,fold_2020,market_regime split appears in 12/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,upper_shadow_pct,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q67,9,fold_2020,upper_shadow_pct split appears in 9/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,higher_low_count_20d,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q66,9,fold_2020,higher_low_count_20d split appears in 9/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,close_location,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q85,8,fold_2020,close_location split appears in 8/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,lower_shadow_pct,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q55,6,fold_2020,lower_shadow_pct split appears in 6/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,failure_decision_window,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,launch_gain_from_recent_low_120d+rolling_range_20d:21;industry_breadth_20d+launch_gain_from_recent_low_120d:18;industry_breadth_20d+industry_breadth_20d:16;atr20_pct+launch_gain_from_recent_low_120d:11;launch_gain_from_recent_low_120d+money_ratio_20:10,q50,2,fold_2020,failure_decision_window split appears in 2/398 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q36,56,fold_2021,launch_gain_from_recent_low_120d split appears in 56/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q48,47,fold_2021,prelaunch_drawdown_120d split appears in 47/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q29,42,fold_2021,launch_gain_from_recent_low_60d split appears in 42/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,ret_rank_20d_industry,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q27,31,fold_2021,ret_rank_20d_industry split appears in 31/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,atr20_pct,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q41,30,fold_2021,atr20_pct split appears in 30/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,higher_low_count_20d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q20,28,fold_2021,higher_low_count_20d split appears in 28/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_benchmark,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q30,28,fold_2021,relative_ret20_vs_benchmark split appears in 28/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,rolling_range_20d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q65,22,fold_2021,rolling_range_20d split appears in 22/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q46,19,fold_2021,industry_breadth_20d split appears in 19/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q29,19,fold_2021,ret_rank_20d_market split appears in 19/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_industry,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q38,16,fold_2021,relative_ret20_vs_industry split appears in 16/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,lower_shadow_pct,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q55,16,fold_2021,lower_shadow_pct split appears in 16/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,close_location,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q62,13,fold_2021,close_location split appears in 13/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,money_ratio_20,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q56,12,fold_2021,money_ratio_20 split appears in 12/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,market_regime,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,categorical_or_unavailable,9,fold_2021,market_regime split appears in 9/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,upper_shadow_pct,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q60,6,fold_2021,upper_shadow_pct split appears in 6/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,failure_decision_window,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:19;atr20_pct+launch_gain_from_recent_low_120d:13;launch_gain_from_recent_low_120d+ret_rank_20d_industry:12;higher_low_count_20d+ret_rank_20d_industry:11;higher_low_count_20d+launch_gain_from_recent_low_120d:10,q66,2,fold_2021,failure_decision_window split appears in 2/396 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,ret_rank_20d_industry,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q30,52,fold_2022,ret_rank_20d_industry split appears in 52/479 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,higher_low_count_20d+ret_rank_20d_industry:27;launch_gain_from_recent_low_120d+ret_rank_20d_industry:14;launch_gain_from_recent_low_120d+rolling_range_20d:13;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:10;launch_gain_from_recent_low_120d+prelaunch_drawdown_120d:10,q43,52,fold_2022,launch_gain_from_recent_low_120d split appears in 52/479 locked T1 splits; diagnostic only
