instrument,anchor_row_n,path_winner_anchor_n,qfq_row_n,missing_qfq_file_flag,max_episode_threshold_pos,hit_pos_out_of_bounds_n,price_path_status,blocking_reason
SH603786,1332,317,1606,False,1449.0,0,pass,
SH603799,813,541,2269,False,2189.0,0,pass,
SH603806,1470,45,2281,False,2212.0,0,pass,
SH603816,1599,192,2277,False,999.0,0,pass,
SH603826,174,1,2215,False,1210.0,0,pass,
SH603833,1689,2,2220,False,1843.0,0,pass,
SH603858,1221,137,2281,False,858.0,0,pass,
SH603866,1323,120,2281,False,894.0,0,pass,
SH603868,876,238,2281,False,1409.0,0,pass,
SH603877,159,0,2274,False,,0,pass,
SH603881,111,12,2258,False,2191.0,0,pass,
SH603882,1689,557,2113,False,821.0,0,pass,
SH603883,318,0,2281,False,,0,pass,
SH603885,2055,262,2281,False,1521.0,0,pass,
SH603888,15,2,2279,False,1523.0,0,pass,
SH603893,642,233,1530,False,1353.0,0,pass,
SH603899,2103,500,2281,False,1002.0,0,pass,
SH603906,21,0,2219,False,,0,pass,
SH603915,15,0,1687,False,,0,pass,
SH603919,87,0,2275,False,,0,pass,
SH603920,9,2,2204,False,2126.0,0,pass,
SH603927,423,0,1626,False,,0,pass,
SH603939,531,0,2214,False,,0,pass,
SH603979,393,80,2281,False,2204.0,0,pass,
SH603983,672,8,1658,False,196.0,0,pass,
SH603986,864,852,2145,False,2142.0,0,pass,
SH603993,2613,2524,2281,False,2204.0,0,pass,
SH605009,45,0,1381,False,,0,pass,
SH605111,162,3,1370,False,278.0,0,pass,
SH605117,654,616,1237,False,1234.0,0,pass,
SH605358,324,0,1381,False,,0,pass,
SH605499,1389,674,1213,False,979.0,0,pass,
SH605589,120,5,1161,False,1159.0,0,pass,
SZ000001,2595,306,2281,False,998.0,0,pass,
SZ000002,2604,9,2276,False,1877.0,0,pass,
SZ000009,1326,535,2281,False,1130.0,0,pass,
SZ000012,585,102,2281,False,1118.0,0,pass,
SZ000016,150,44,2261,False,774.0,0,pass,
SZ000021,1473,1109,2280,False,2277.0,0,pass,
SZ000027,2055,532,2281,False,2239.0,0,pass,
SZ000028,879,152,2281,False,1537.0,0,pass,
SZ000031,591,0,2096,False,,0,pass,
SZ000032,306,47,2132,False,1373.0,0,pass,
SZ000034,132,0,2048,False,,0,pass,
SZ000035,159,3,2061,False,2009.0,0,pass,
SZ000039,2385,1045,2276,False,2215.0,0,pass,
SZ000050,1194,0,2224,False,,0,pass,
SZ000059,51,0,2281,False,,0,pass,
SZ000062,399,336,2264,False,2246.0,0,pass,
SZ000063,1188,434,2232,False,2080.0,0,pass,
SZ000066,2496,1109,2281,False,2267.0,0,pass,
SZ000069,1554,183,2281,False,1034.0,0,pass,
SZ000078,69,0,2280,False,,0,pass,
SZ000088,45,0,2265,False,,0,pass,
SZ000089,567,7,2281,False,872.0,0,pass,
SZ000090,3,1,2276,False,851.0,0,pass,
SZ000100,1185,49,2205,False,1824.0,0,pass,
SZ000155,459,16,2026,False,900.0,0,pass,
SZ000156,246,0,2153,False,,0,pass,
SZ000157,1701,295,2281,False,2218.0,0,pass,
SZ000158,651,79,2272,False,1891.0,0,pass,
SZ000166,2610,183,2264,False,1866.0,0,pass,
SZ000301,903,208,2110,False,2051.0,0,pass,
SZ000338,1050,889,2281,False,2280.0,0,pass,
SZ000400,252,0,2281,False,,0,pass,
SZ000401,15,0,2209,False,,0,pass,
SZ000402,609,0,2281,False,,0,pass,
SZ000408,1779,1600,2243,False,2163.0,0,pass,
SZ000415,615,120,2162,False,2098.0,0,pass,
SZ000423,2151,664,2281,False,1786.0,0,pass,
SZ000425,831,215,2258,False,2194.0,0,pass,
SZ000426,309,282,2232,False,2155.0,0,pass,
SZ000429,213,88,2281,False,1933.0,0,pass,
SZ000488,462,159,2279,False,1003.0,0,pass,
SZ000501,9,3,2281,False,871.0,0,pass,
SZ000503,342,34,2121,False,390.0,0,pass,
SZ000513,558,0,2277,False,,0,pass,
SZ000516,150,0,2129,False,,0,pass,
SZ000517,30,0,2281,False,,0,pass,
SZ000519,540,28,2281,False,1365.0,0,pass,
SZ000525,21,0,2253,False,,0,pass,
SZ000537,438,223,2275,False,1198.0,0,pass,
SZ000538,1119,0,2228,False,,0,pass,
SZ000539,630,179,2281,False,2280.0,0,pass,
SZ000547,1257,944,2178,False,2088.0,0,pass,
SZ000550,243,127,2281,False,1841.0,0,pass,
SZ000553,483,0,2277,False,,0,pass,
SZ000559,396,339,2266,False,2176.0,0,pass,
SZ000560,78,0,2223,False,,0,pass,
SZ000563,372,2,2256,False,503.0,0,pass,
SZ000564,651,125,2114,False,1763.0,0,pass,
SZ000568,966,0,2281,False,,0,pass,
SZ000581,222,51,2281,False,1986.0,0,pass,
SZ000591,210,0,2281,False,,0,pass,
SZ000596,2613,613,2281,False,1468.0,0,pass,
SZ000598,120,51,2281,False,1836.0,0,pass,
SZ000600,48,17,2279,False,2278.0,0,pass,
SZ000617,1746,1019,2280,False,2103.0,0,pass,
SZ000625,846,0,2281,False,,0,pass,
SZ000628,54,0,2271,False,,0,pass,
SZ000629,552,6,1949,False,1872.0,0,pass,
SZ000630,2154,1990,2271,False,2194.0,0,pass,
SZ000636,861,367,2281,False,2280.0,0,pass,
SZ000651,1812,176,2274,False,1875.0,0,pass,
SZ000656,1194,186,2226,False,843.0,0,pass,
SZ000657,246,246,2266,False,2204.0,0,pass,
SZ000661,1104,14,2272,False,2118.0,0,pass,
SZ000672,285,6,2274,False,864.0,0,pass,
SZ000681,237,35,2281,False,2193.0,0,pass,
SZ000683,57,4,2281,False,2225.0,0,pass,
SZ000685,21,7,2281,False,2124.0,0,pass,
SZ000686,981,57,2281,False,854.0,0,pass,
SZ000690,210,0,2247,False,,0,pass,
SZ000703,48,37,2218,False,2200.0,0,pass,
SZ000708,1104,118,2275,False,2213.0,0,pass,
SZ000709,1392,194,2281,False,1142.0,0,pass,
SZ000710,423,158,2270,False,859.0,0,pass,
SZ000712,45,0,2278,False,,0,pass,
SZ000717,123,1,2280,False,1142.0,0,pass,
SZ000718,153,44,2281,False,1070.0,0,pass,
SZ000723,141,0,2133,False,,0,pass,
SZ000725,885,108,2281,False,2278.0,0,pass,
SZ000727,9,0,2246,False,,0,pass,
SZ000728,2595,269,2275,False,2123.0,0,pass,
SZ000729,1842,594,2281,False,2245.0,0,pass,
SZ000733,1236,425,2260,False,1308.0,0,pass,
SZ000735,90,0,2273,False,,0,pass,
SZ000738,1620,343,2281,False,2215.0,0,pass,
SZ000739,1260,436,2281,False,1192.0,0,pass,
SZ000750,1266,19,2262,False,843.0,0,pass,
SZ000756,3,0,2267,False,,0,pass,
SZ000761,21,0,2280,False,,0,pass,
SZ000762,234,2,2281,False,1135.0,0,pass,
SZ000768,2613,677,2281,False,1903.0,0,pass,
SZ000776,2613,779,2281,False,2127.0,0,pass,
SZ000778,39,12,2281,False,2217.0,0,pass,
SZ000783,2553,310,2281,False,2142.0,0,pass,
SZ000785,483,7,2270,False,1921.0,0,pass,
SZ000786,2613,637,2279,False,1880.0,0,pass,
SZ000792,1518,855,1962,False,1943.0,0,pass,
SZ000793,45,0,2172,False,,0,pass,
SZ000799,1176,322,2281,False,1152.0,0,pass,
SZ000800,945,0,2270,False,,0,pass,
SZ000807,1866,1653,2254,False,2177.0,0,pass,
SZ000810,12,0,2278,False,,0,pass,
SZ000813,324,24,2279,False,550.0,0,pass,
SZ000818,165,35,2261,False,1953.0,0,pass,
SZ000820,9,0,2110,False,,0,pass,
SZ000825,1455,950,2173,False,1040.0,0,pass,
SZ000826,246,10,2256,False,526.0,0,pass,
SZ000829,21,0,2212,False,,0,pass,
SZ000830,615,160,2271,False,2215.0,0,pass,
SZ000831,1479,611,2280,False,2128.0,0,pass,
SZ000839,312,18,2279,False,538.0,0,pass,
SZ000858,2613,653,2281,False,1002.0,0,pass,
SZ000860,1248,177,2281,False,891.0,0,pass,
SZ000869,1050,212,2281,False,967.0,0,pass,
SZ000875,3,0,2271,False,,0,pass,
SZ000876,825,0,2281,False,,0,pass,
SZ000877,1374,28,2268,False,2087.0,0,pass,
SZ000878,1320,1026,2262,False,2185.0,0,pass,
SZ000881,21,0,2273,False,,0,pass,
SZ000883,804,19,2281,False,1803.0,0,pass,
SZ000887,222,93,2202,False,2037.0,0,pass,
SZ000893,318,178,2263,False,2211.0,0,pass,
SZ000895,2538,481,2266,False,2240.0,0,pass,
SZ000898,741,69,2281,False,1142.0,0,pass,
SZ000902,252,26,2281,False,1147.0,0,pass,
SZ000910,39,0,2281,False,,0,pass,
SZ000921,1425,584,2281,False,1784.0,0,pass,
SZ000923,48,0,2273,False,,0,pass,
SZ000927,108,0,2213,False,,0,pass,
SZ000930,177,20,2142,False,1046.0,0,pass,
SZ000932,2568,723,2251,False,2083.0,0,pass,
SZ000933,1419,1069,2269,False,2217.0,0,pass,
SZ000935,87,36,2108,False,2095.0,0,pass,
SZ000937,339,140,2281,False,1150.0,0,pass,
SZ000938,2613,513,2246,False,2234.0,0,pass,
SZ000951,624,72,2281,False,2249.0,0,pass,
SZ000958,1068,389,2260,False,1879.0,0,pass,
SZ000959,1131,313,2249,False,2179.0,0,pass,
SZ000960,1161,1093,2281,False,2220.0,0,pass,
SZ000963,1101,32,2281,False,2095.0,0,pass,
SZ000966,159,3,2270,False,1058.0,0,pass,
SZ000968,48,0,2280,False,,0,pass,
SZ000970,51,16,2275,False,1327.0,0,pass,
SZ000975,2412,2176,2261,False,2184.0,0,pass,
SZ000977,2607,1734,2269,False,2114.0,0,pass,
SZ000980,36,0,2256,False,,0,pass,
SZ000981,156,84,2120,False,2032.0,0,pass,
SZ000983,2244,878,2271,False,1309.0,0,pass,
SZ000987,2319,1200,2255,False,2175.0,0,pass,
SZ000988,2193,2137,2281,False,2277.0,0,pass,
SZ000989,15,0,2279,False,,0,pass,
SZ000990,465,69,2281,False,856.0,0,pass,
SZ000997,702,334,2281,False,2070.0,0,pass,
SZ000998,1236,306,2261,False,1161.0,0,pass,
SZ000999,1188,40,2281,False,1883.0,0,pass,
SZ001203,21,10,1226,False,1198.0,0,pass,
SZ001213,45,0,1140,False,,0,pass,
SZ001227,48,0,1055,False,,0,pass,
SZ001286,702,17,759,False,758.0,0,pass,
SZ001289,1161,0,1050,False,,0,pass,
SZ001309,96,96,947,False,935.0,0,pass,
SZ001389,18,13,521,False,507.0,0,pass,
SZ001391,306,0,340,False,,0,pass,
SZ001696,114,0,2205,False,,0,pass,
SZ001872,771,10,1797,False,1398.0,0,pass,
SZ001914,639,67,2270,False,861.0,0,pass,
SZ001965,963,74,2042,False,1701.0,0,pass,
SZ001979,1653,149,2265,False,1866.0,0,pass,
SZ002001,2589,1569,2281,False,2228.0,0,pass,
SZ002007,1221,0,2281,False,,0,pass,
SZ002008,633,633,2281,False,2265.0,0,pass,
SZ002010,234,0,2267,False,,0,pass,
SZ002015,72,19,2162,False,2150.0,0,pass,
SZ002016,9,0,2277,False,,0,pass,
SZ002019,684,80,2281,False,874.0,0,pass,
SZ002024,1257,11,2262,False,855.0,0,pass,
SZ002025,864,82,2161,False,1095.0,0,pass,
SZ002027,2613,569,2281,False,2104.0,0,pass,
SZ002028,1197,1135,2281,False,2224.0,0,pass,
SZ002030,906,89,2281,False,872.0,0,pass,
SZ002032,687,0,2280,False,,0,pass,
SZ002038,270,16,2281,False,340.0,0,pass,
SZ002041,12,0,2281,False,,0,pass,
SZ002042,12,0,2281,False,,0,pass,
SZ002044,1254,108,2276,False,1000.0,0,pass,
SZ002049,1104,49,2155,False,2010.0,0,pass,
SZ002050,864,541,2243,False,2158.0,0,pass,
SZ002051,165,0,2162,False,,0,pass,
SZ002056,1110,509,2281,False,2279.0,0,pass,
SZ002064,2217,951,2266,False,2184.0,0,pass,
SZ002065,1392,386,2271,False,1963.0,0,pass,
SZ002074,654,266,2268,False,2100.0,0,pass,
SZ002075,813,156,1820,False,486.0,0,pass,
SZ002078,1326,164,2281,False,2217.0,0,pass,
SZ002080,2211,2106,2269,False,2265.0,0,pass,
SZ002081,495,27,2281,False,877.0,0,pass,
SZ002085,960,239,2233,False,1855.0,0,pass,
SZ002092,159,24,2260,False,1135.0,0,pass,
SZ002099,15,0,2281,False,,0,pass,
SZ002102,3,0,2215,False,,0,pass,
SZ002110,615,82,2181,False,1043.0,0,pass,
SZ002120,375,0,2281,False,,0,pass,
SZ002124,294,18,2267,False,869.0,0,pass,
SZ002126,24,3,2281,False,2274.0,0,pass,
SZ002127,1101,336,2276,False,850.0,0,pass,
SZ002128,1638,1107,2155,False,2102.0,0,pass,
SZ002129,1899,420,2044,False,1975.0,0,pass,
SZ002130,210,9,2258,False,2099.0,0,pass,
SZ002131,723,633,2278,False,2194.0,0,pass,
SZ002138,1143,644,2281,False,2280.0,0,pass,
SZ002139,12,0,2281,False,,0,pass,
SZ002142,2346,186,2275,False,2253.0,0,pass,
SZ002145,417,36,2281,False,1119.0,0,pass,
SZ002146,1185,0,2271,False,,0,pass,
SZ002152,2235,492,2281,False,1977.0,0,pass,
SZ002153,1794,448,2268,False,2183.0,0,pass,
SZ002155,96,42,2271,False,2211.0,0,pass,
SZ002156,2166,2071,2279,False,2276.0,0,pass,
SZ002157,111,0,2276,False,,0,pass,
SZ002176,561,75,2269,False,1332.0,0,pass,
SZ002179,930,3,2281,False,1882.0,0,pass,
SZ002180,726,6,2253,False,1854.0,0,pass,
SZ002183,54,0,2246,False,,0,pass,
SZ002185,2172,1041,2265,False,2263.0,0,pass,
SZ002191,48,16,2281,False,1223.0,0,pass,
SZ002192,453,17,2269,False,1323.0,0,pass,
SZ002195,768,565,2281,False,2193.0,0,pass,
SZ002202,2532,2437,2275,False,2186.0,0,pass,
SZ002210,48,0,2149,False,,0,pass,
SZ002216,441,36,2281,False,886.0,0,pass,
SZ002217,498,28,2238,False,733.0,0,pass,
SZ002221,252,68,2273,False,1139.0,0,pass,
SZ002223,2604,583,2281,False,2193.0,0,pass,
SZ002230,864,24,2281,False,2195.0,0,pass,
SZ002233,153,42,2281,False,876.0,0,pass,
SZ002236,654,0,2279,False,,0,pass,
SZ002239,3,0,2154,False,,0,pass,
SZ002240,321,75,2275,False,2257.0,0,pass,
SZ002241,831,270,2281,False,2126.0,0,pass,
SZ002242,936,142,2281,False,895.0,0,pass,
SZ002243,144,1,2270,False,845.0,0,pass,
SZ002244,930,122,2281,False,2125.0,0,pass,
SZ002245,147,5,2273,False,2270.0,0,pass,
SZ002250,630,36,2281,False,891.0,0,pass,
SZ002251,27,0,2252,False,,0,pass,
SZ002252,2376,61,1966,False,1577.0,0,pass,
SZ002261,507,52,2281,False,2102.0,0,pass,
SZ002262,63,2,2281,False,1555.0,0,pass,
SZ002265,117,3,2270,False,2068.0,0,pass,
SZ002266,837,193,2270,False,1139.0,0,pass,
SZ002268,531,22,2281,False,1519.0,0,pass,
SZ002271,882,115,2281,False,2220.0,0,pass,
SZ002273,684,473,2281,False,2279.0,0,pass,
SZ002281,777,777,2281,False,2266.0,0,pass,
SZ002292,60,0,2281,False,,0,pass,
SZ002294,2613,1863,2281,False,2243.0,0,pass,
SZ002299,153,0,2225,False,,0,pass,
SZ002302,306,11,2281,False,538.0,0,pass,
SZ002304,2613,666,2281,False,976.0,0,pass,
SZ002310,216,0,2208,False,,0,pass,
SZ002311,2076,131,2281,False,2115.0,0,pass,
SZ002312,42,0,2074,False,,0,pass,
SZ002317,6,0,2281,False,,0,pass,
SZ002320,87,58,2281,False,2146.0,0,pass,
SZ002326,288,12,2276,False,1168.0,0,pass,
SZ002335,45,0,2227,False,,0,pass,
SZ002340,654,102,2276,False,2196.0,0,pass,
SZ002351,102,1,2281,False,1540.0,0,pass,
SZ002352,864,13,2278,False,2050.0,0,pass,
SZ002353,2553,2553,2281,False,2263.0,0,pass,
SZ002358,78,0,2180,False,,0,pass,
SZ002366,12,0,2170,False,,0,pass,
SZ002368,27,1,2263,False,1486.0,0,pass,
SZ002371,813,555,2281,False,2274.0,0,pass,
SZ002372,1647,359,2281,False,1499.0,0,pass,
SZ002373,498,0,2210,False,,0,pass,
SZ002375,27,0,2281,False,,0,pass,
SZ002384,2508,2508,2211,False,2194.0,0,pass,
SZ002385,657,24,2276,False,1177.0,0,pass,
SZ002389,3,0,2276,False,,0,pass,
SZ002396,468,55,2246,False,733.0,0,pass,
SZ002399,1104,42,2172,False,766.0,0,pass,
SZ002400,33,0,2187,False,,0,pass,
SZ002402,162,13,2267,False,2107.0,0,pass,
SZ002405,240,0,2281,False,,0,pass,
SZ002407,291,61,2275,False,2268.0,0,pass,
SZ002409,1563,878,2143,False,2138.0,0,pass,
SZ002410,291,0,2281,False,,0,pass,
SZ002414,2382,992,2281,False,2201.0,0,pass,
SZ002415,1590,23,2279,False,1520.0,0,pass,
SZ002419,228,2,2281,False,342.0,0,pass,
SZ002422,813,16,2281,False,2105.0,0,pass,
SZ002423,699,359,2141,False,1759.0,0,pass,
SZ002424,171,0,2278,False,,0,pass,
SZ002429,960,814,2276,False,2264.0,0,pass,
SZ002434,15,8,2281,False,1190.0,0,pass,
SZ002436,126,53,2212,False,2211.0,0,pass,
SZ002439,1257,0,2275,False,,0,pass,
SZ002440,135,24,2274,False,2211.0,0,pass,
SZ002444,1617,206,2281,False,2197.0,0,pass,
SZ002456,546,0,2263,False,,0,pass,
SZ002458,273,8,2258,False,663.0,0,pass,
SZ002459,807,32,2209,False,2077.0,0,pass,
SZ002460,1104,623,2280,False,2262.0,0,pass,
SZ002461,867,122,2281,False,865.0,0,pass,
SZ002463,813,728,2281,False,2280.0,0,pass,
SZ002465,1545,1172,2275,False,2187.0,0,pass,
SZ002466,2277,1337,2256,False,2238.0,0,pass,
SZ002468,816,9,2281,False,2119.0,0,pass,
SZ002470,186,0,2197,False,,0,pass,
SZ002472,228,12,2281,False,2120.0,0,pass,
SZ002475,615,293,2280,False,2267.0,0,pass,
SZ002481,216,3,2281,False,854.0,0,pass,
SZ002487,171,96,2281,False,2260.0,0,pass,
SZ002491,63,40,2281,False,2268.0,0,pass,
SZ002493,2565,1046,2281,False,2221.0,0,pass,
SZ002497,723,106,2281,False,1145.0,0,pass,
SZ002498,63,39,2281,False,2269.0,0,pass,
SZ002500,1152,27,2276,False,851.0,0,pass,
SZ002506,255,42,2272,False,2218.0,0,pass,
SZ002507,1404,344,2204,False,817.0,0,pass,
SZ002508,1650,182,2281,False,1097.0,0,pass,
SZ002517,708,263,2245,False,2081.0,0,pass,
SZ002518,204,0,2281,False,,0,pass,
SZ002531,399,7,2275,False,1166.0,0,pass,
SZ002532,1914,1729,2198,False,2121.0,0,pass,
SZ002537,93,0,2281,False,,0,pass,
SZ002541,273,0,2281,False,,0,pass,
SZ002555,2367,783,2270,False,2181.0,0,pass,
SZ002557,84,0,2281,False,,0,pass,
SZ002558,1683,1419,2246,False,2162.0,0,pass,
SZ002563,1080,105,2281,False,1060.0,0,pass,
SZ002568,750,19,2281,False,1522.0,0,pass,
SZ002572,1104,319,2281,False,1002.0,0,pass,
SZ002581,3,0,2270,False,,0,pass,
SZ002583,150,79,2281,False,1899.0,0,pass,
SZ002585,297,2,2281,False,1203.0,0,pass,
SZ002589,60,0,2281,False,,0,pass,
SZ002594,2613,1212,2281,False,2034.0,0,pass,
SZ002595,1188,818,2281,False,2224.0,0,pass,
SZ002600,1326,949,2164,False,2075.0,0,pass,
SZ002601,1104,5,2241,False,2178.0,0,pass,
SZ002602,1377,1295,2175,False,2018.0,0,pass,
SZ002603,1776,1188,2281,False,1442.0,0,pass,
SZ002607,1728,434,2183,False,835.0,0,pass,
SZ002608,627,12,2271,False,2270.0,0,pass,
SZ002612,78,0,2280,False,,0,pass,
SZ002617,135,0,2149,False,,0,pass,
SZ002624,1791,365,2271,False,2202.0,0,pass,
SZ002625,2469,1793,2118,False,2028.0,0,pass,
SZ002626,393,10,2276,False,1056.0,0,pass,
SZ002640,3,0,2257,False,,0,pass,
SZ002643,48,0,2281,False,,0,pass,
SZ002647,336,73,2163,False,834.0,0,pass,
SZ002648,1188,404,2279,False,2247.0,0,pass,
SZ002653,951,343,2281,False,2091.0,0,pass,
SZ002668,15,0,2137,False,,0,pass,
SZ002670,987,458,2202,False,2046.0,0,pass,
SZ002672,9,0,2281,False,,0,pass,
SZ002673,2613,194,2275,False,1900.0,0,pass,
SZ002675,36,0,2122,False,,0,pass,
SZ002677,9,0,2281,False,,0,pass,
SZ002683,12,3,2271,False,2175.0,0,pass,
SZ002690,24,0,2281,False,,0,pass,
SZ002705,654,99,2281,False,987.0,0,pass,
SZ002706,192,0,2281,False,,0,pass,
SZ002709,813,726,2281,False,2263.0,0,pass,
SZ002714,477,45,2281,False,2114.0,0,pass,
SZ002736,2613,565,2271,False,2090.0,0,pass,
SZ002737,9,3,2281,False,1429.0,0,pass,
SZ002738,195,144,2164,False,2084.0,0,pass,
SZ002739,1791,39,1948,False,674.0,0,pass,
SZ002745,795,34,2199,False,774.0,0,pass,
SZ002747,168,0,2233,False,,0,pass,
SZ002755,204,80,2250,False,2052.0,0,pass,
SZ002756,840,256,2159,False,2140.0,0,pass,
SZ002761,99,0,2188,False,,0,pass,
SZ002773,417,4,2281,False,2092.0,0,pass,
SZ002791,1206,282,2281,False,1212.0,0,pass,
SZ002797,1947,375,2264,False,1887.0,0,pass,
SZ002812,378,271,2185,False,2167.0,0,pass,
SZ002821,759,127,2281,False,2267.0,0,pass,
SZ002831,1545,655,2281,False,2274.0,0,pass,
SZ002837,369,234,2205,False,2178.0,0,pass,
SZ002841,1092,8,2269,False,1027.0,0,pass,
SZ002850,540,162,2244,False,2237.0,0,pass,
SZ002851,348,192,2162,False,2159.0,0,pass,
SZ002865,117,1,2208,False,1348.0,0,pass,
SZ002867,261,44,2206,False,930.0,0,pass,
SZ002901,90,0,2103,False,,0,pass,
SZ002912,117,0,2066,False,,0,pass,
SZ002916,1416,1347,2048,False,2044.0,0,pass,
SZ002920,2448,1054,2041,False,1882.0,0,pass,
SZ002926,1197,29,2013,False,588.0,0,pass,
SZ002936,3,0,1861,False,,0,pass,
SZ002938,1170,1106,1862,False,1858.0,0,pass,
SZ002939,2553,382,1840,False,1654.0,0,pass,
SZ002945,2379,396,1783,False,1712.0,0,pass,
SZ002948,513,116,1778,False,1758.0,0,pass,
SZ002950,30,0,1751,False,,0,pass,
SZ002966,756,1,1652,False,1432.0,0,pass,
SZ002967,51,0,1588,False,,0,pass,
SZ002978,81,0,1481,False,,0,pass,
SZ002984,54,0,1381,False,,0,pass,
SZ002985,714,30,1473,False,313.0,0,pass,
SZ003012,60,0,1361,False,,0,pass,
SZ003021,84,0,1327,False,,0,pass,
SZ003022,738,185,1325,False,406.0,0,pass,
SZ003031,18,18,1297,False,1287.0,0,pass,
SZ003035,534,16,1296,False,1243.0,0,pass,
SZ003039,72,0,1262,False,,0,pass,
SZ003816,2040,592,1636,False,1191.0,0,pass,
SZ300001,2538,1030,2281,False,2279.0,0,pass,
SZ300002,1779,1000,2281,False,2122.0,0,pass,
SZ300003,1041,147,2281,False,2193.0,0,pass,
SZ300004,15,7,2206,False,2201.0,0,pass,
SZ300005,3,3,2259,False,2169.0,0,pass,
SZ300006,78,29,2281,False,1124.0,0,pass,
SZ300007,3,3,2281,False,1972.0,0,pass,
SZ300008,282,110,2259,False,2198.0,0,pass,
SZ300009,537,11,2281,False,2089.0,0,pass,
SZ300010,567,109,2214,False,1834.0,0,pass,
SZ300012,2229,332,2281,False,2254.0,0,pass,
SZ300013,33,0,2221,False,,0,pass,
SZ300014,3,0,2281,False,,0,pass,
SZ300015,822,26,2268,False,1869.0,0,pass,
SZ300017,792,588,2263,False,2197.0,0,pass,
SZ300020,414,30,2271,False,894.0,0,pass,
SZ300024,2385,801,2281,False,1927.0,0,pass,
SZ300026,1263,543,2278,False,1217.0,0,pass,
SZ300027,1116,136,2280,False,886.0,0,pass,
SZ300031,480,281,2271,False,1968.0,0,pass,
SZ300033,2454,1962,2281,False,2193.0,0,pass,
SZ300034,129,0,2202,False,,0,pass,
SZ300035,423,59,2281,False,1172.0,0,pass,
SZ300036,915,145,2281,False,1190.0,0,pass,
SZ300037,654,359,2281,False,2279.0,0,pass,
SZ300039,144,128,2281,False,1448.0,0,pass,
SZ300043,420,83,2281,False,2116.0,0,pass,
SZ300045,369,300,2271,False,2182.0,0,pass,
SZ300047,186,133,2272,False,2091.0,0,pass,
SZ300053,684,445,2263,False,2185.0,0,pass,
SZ300054,813,773,2273,False,2265.0,0,pass,
SZ300055,276,139,2281,False,1146.0,0,pass,
SZ300058,1908,1908,2281,False,2204.0,0,pass,
SZ300059,1923,461,2281,False,1905.0,0,pass,
SZ300066,81,48,2281,False,2099.0,0,pass,
SZ300068,300,28,2214,False,1313.0,0,pass,
SZ300070,1998,58,2272,False,1896.0,0,pass,
SZ300072,1365,253,2261,False,1188.0,0,pass,
SZ300073,2421,1186,2259,False,2104.0,0,pass,
SZ300077,195,30,2261,False,1879.0,0,pass,
SZ300079,621,324,2281,False,1144.0,0,pass,
SZ300080,9,0,2166,False,,0,pass,
SZ300081,72,25,2267,False,1196.0,0,pass,
SZ300082,24,5,2275,False,1139.0,0,pass,
SZ300083,120,0,2261,False,,0,pass,
SZ300085,1665,1178,2207,False,2042.0,0,pass,
SZ300087,498,74,2206,False,1045.0,0,pass,
SZ300088,726,126,2119,False,1049.0,0,pass,
SZ300094,129,35,2281,False,1226.0,0,pass,
SZ300096,204,1,2271,False,537.0,0,pass,
SZ300097,84,0,2253,False,,0,pass,
SZ300098,816,35,2255,False,1897.0,0,pass,
SZ300099,24,0,2281,False,,0,pass,
SZ300100,300,0,2132,False,,0,pass,
SZ300101,756,424,2281,False,2191.0,0,pass,
SZ300110,114,15,2266,False,883.0,0,pass,
SZ300113,1029,322,2281,False,2226.0,0,pass,
SZ300115,549,308,2271,False,2174.0,0,pass,
SZ300118,1746,956,2197,False,2124.0,0,pass,
SZ300122,2562,730,2281,False,1882.0,0,pass,
SZ300123,1122,525,2249,False,1079.0,0,pass,
SZ300124,369,0,2270,False,,0,pass,
SZ300125,3,2,2278,False,1362.0,0,pass,
SZ300127,183,171,2271,False,2119.0,0,pass,
SZ300128,108,36,2222,False,2080.0,0,pass,
SZ300130,21,0,2267,False,,0,pass,
SZ300131,516,501,2172,False,2163.0,0,pass,
SZ300132,906,149,2258,False,1027.0,0,pass,
SZ300133,1002,250,2281,False,2212.0,0,pass,
SZ300134,846,58,2072,False,1682.0,0,pass,
SZ300136,2508,2445,2281,False,2276.0,0,pass,
SZ300137,231,139,2277,False,2269.0,0,pass,
SZ300138,159,0,2281,False,,0,pass,
SZ300140,222,0,2131,False,,0,pass,
SZ300142,840,1,2279,False,1882.0,0,pass,
SZ300143,681,92,2212,False,1007.0,0,pass,
SZ300144,672,0,2281,False,,0,pass,
SZ300145,225,60,2178,False,1990.0,0,pass,
SZ300146,1623,98,2161,False,946.0,0,pass,
SZ300147,183,88,2279,False,1898.0,0,pass,
SZ300149,612,78,2038,False,651.0,0,pass,
SZ300158,129,128,2281,False,1276.0,0,pass,
SZ300159,300,48,2198,False,1048.0,0,pass,
SZ300160,3,0,2277,False,,0,pass,
SZ300166,1020,371,2281,False,2273.0,0,pass,
SZ300168,984,13,2229,False,835.0,0,pass,
SZ300170,45,15,2281,False,2192.0,0,pass,
SZ300171,1350,689,2281,False,1128.0,0,pass,
SZ300176,114,20,2263,False,540.0,0,pass,
SZ300177,264,84,2223,False,1872.0,0,pass,
SZ300180,834,141,2275,False,1885.0,0,pass,
SZ300181,57,57,2281,False,2048.0,0,pass,
SZ300182,1107,540,2276,False,2208.0,0,pass,
SZ300183,729,341,2281,False,1118.0,0,pass,
SZ300184,423,359,2279,False,2278.0,0,pass,
SZ300188,255,67,2277,False,1521.0,0,pass,
