instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SZ300002,up100pct,up100pct::SZ300002::000000,cross_split,train,train;validation,2019-02-11,2023-06-20,510,1570,False,True,True,False,pass,
SZ300003,up100pct,up100pct::SZ300003::000000,robustness,robustness,robustness,2024-09-27,2025-08-25,1880,2099,False,False,False,False,pass,
SZ300004,up100pct,up100pct::SZ300004::000000,cross_split,train,,2018-05-11,2025-09-15,253,2039,False,False,False,False,pass,
SZ300005,up100pct,up100pct::SZ300005::000000,cross_split,train,,2018-03-13,2021-07-12,270,1077,False,False,False,False,pass,
SZ300006,up100pct,up100pct::SZ300006::000000,train,train,train,2018-03-13,2021-08-16,289,1124,False,False,False,False,pass,
SZ300007,up100pct,up100pct::SZ300007::000000,cross_split,train,,2019-10-31,2025-02-19,687,1971,False,False,False,False,pass,
SZ300008,up100pct,up100pct::SZ300008::000000,train,train,train,2018-05-11,2020-09-09,318,876,False,False,False,False,pass,
SZ300008,up100pct,up100pct::SZ300008::000001,train,train,train,2021-01-26,2026-03-02,968,2198,False,False,False,False,pass,
SZ300010,up100pct,up100pct::SZ300010::000000,train,train,train,2019-11-05,2020-07-13,627,793,False,False,False,False,pass,
SZ300012,up100pct,up100pct::SZ300012::000000,train,train,train,2019-07-03,2021-05-25,607,1066,False,False,False,False,pass,
SZ300017,up100pct,up100pct::SZ300017::000000,cross_split,robustness;validation,robustness;validation,2023-08-01,2026-02-13,1580,2197,True,True,False,True,pass,
SZ300020,up100pct,up100pct::SZ300020::000000,train,train,train,2019-02-11,2020-09-14,502,893,False,False,False,False,pass,
SZ300024,up100pct,up100pct::SZ300024::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-12-29,2024-12-10,971,1927,True,True,True,True,pass,
SZ300026,up100pct,up100pct::SZ300026::000000,train,train,train,2019-12-11,2022-01-07,713,1217,False,False,False,False,pass,
SZ300031,up100pct,up100pct::SZ300031::000000,train,train,train,2018-03-13,2025-02-28,279,1968,False,False,False,False,pass,
SZ300033,up100pct,up100pct::SZ300033::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-08-18,251,2094,True,True,True,True,pass,
SZ300035,up100pct,up100pct::SZ300035::000000,train,train,train,2021-06-01,2021-11-01,1071,1172,False,False,False,False,pass,
SZ300036,up100pct,up100pct::SZ300036::000000,train,train,train,2019-09-05,2021-11-25,653,1190,False,False,False,False,pass,
SZ300037,up100pct,up100pct::SZ300037::000000,robustness,robustness,robustness,2024-09-27,2026-05-28,1880,2279,False,False,False,False,pass,
SZ300039,up100pct,up100pct::SZ300039::000000,train,train,train,2018-01-25,2022-12-16,261,1448,False,False,False,False,pass,
SZ300043,up100pct,up100pct::SZ300043::000000,train,train,train,2019-02-25,2025-09-17,520,2116,False,False,False,False,pass,
SZ300045,up100pct,up100pct::SZ300045::000000,train,train,train,2019-09-17,2023-10-11,650,1633,False,False,False,False,pass,
SZ300047,up100pct,up100pct::SZ300047::000000,train,train,train,2019-02-11,2025-08-26,501,2091,False,False,False,False,pass,
SZ300053,up100pct,up100pct::SZ300053::000000,train,train,train,2019-02-11,2026-01-28,494,2185,False,False,False,False,pass,
SZ300054,up100pct,up100pct::SZ300054::000000,robustness,robustness,robustness,2024-03-04,2026-05-19,1731,2264,False,False,False,False,pass,
SZ300055,up100pct,up100pct::SZ300055::000000,train,train,train,2019-02-21,2021-09-14,518,1145,False,False,False,False,pass,
SZ300058,up100pct,up100pct::SZ300058::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-10-17,2026-01-12,677,2191,True,True,True,True,pass,
SZ300059,up100pct,up100pct::SZ300059::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-07-02,2024-11-08,849,1905,True,True,True,True,pass,
SZ300066,up100pct,up100pct::SZ300066::000000,train,train,train,2019-02-28,2025-08-25,523,2099,False,False,False,False,pass,
SZ300068,up100pct,up100pct::SZ300068::000000,cross_split,train;validation,train;validation,2021-04-30,2022-08-26,991,1313,True,True,True,False,pass,
SZ300072,up100pct,up100pct::SZ300072::000000,train,train,train,2020-05-07,2021-12-21,791,1188,False,False,False,False,pass,
SZ300073,up100pct,up100pct::SZ300073::000000,cross_split,train,train;validation,2019-02-11,2022-07-19,498,1324,False,True,True,False,pass,
SZ300073,up100pct,up100pct::SZ300073::000001,robustness,robustness,robustness,2024-03-04,2025-10-09,1717,2104,False,False,False,False,pass,
SZ300079,up100pct,up100pct::SZ300079::000000,train,train,train,2018-05-16,2021-09-13,331,1144,False,False,False,False,pass,
SZ300081,up100pct,up100pct::SZ300081::000000,train,train,train,2020-02-03,2021-12-22,734,1196,False,False,False,False,pass,
SZ300082,up100pct,up100pct::SZ300082::000000,train,train,train,2021-03-03,2021-09-14,1005,1139,False,False,False,False,pass,
SZ300085,up100pct,up100pct::SZ300085::000000,train,train,train,2018-01-11,2024-10-29,177,1823,False,False,False,False,pass,
SZ300087,up100pct,up100pct::SZ300087::000000,train,train,train,2020-01-14,2021-08-05,667,1045,False,False,False,False,pass,
SZ300088,up100pct,up100pct::SZ300088::000000,train,train,train,2021-09-01,2021-12-24,974,1049,False,False,False,False,pass,
SZ300101,up100pct,up100pct::SZ300101::000000,train,train,train,2019-02-11,2021-08-31,510,1135,False,False,False,False,pass,
SZ300110,up100pct,up100pct::SZ300110::000000,train,train,train,2019-03-04,2019-04-10,510,536,False,False,False,False,pass,
SZ300113,up100pct,up100pct::SZ300113::000000,train,train,train,2019-02-11,2020-02-24,510,762,False,False,False,False,pass,
SZ300113,up100pct,up100pct::SZ300113::000001,train,train,train,2020-11-23,2026-03-10,945,2226,False,False,False,False,pass,
SZ300115,up100pct,up100pct::SZ300115::000000,robustness,robustness,robustness,2024-09-27,2025-12-30,1870,2174,False,False,False,False,pass,
SZ300118,up100pct,up100pct::SZ300118::000000,train,train,train,2019-02-11,2021-11-23,426,1104,False,False,False,False,pass,
SZ300118,up100pct,up100pct::SZ300118::000001,robustness,robustness,robustness,2024-05-06,2026-02-04,1695,2124,False,False,False,False,pass,
SZ300122,up100pct,up100pct::SZ300122::000000,train,train,train,2018-01-11,2021-04-30,251,1052,False,False,False,False,pass,
SZ300123,up100pct,up100pct::SZ300123::000000,train,train,train,2018-05-11,2020-08-10,297,845,False,False,False,False,pass,
SZ300125,up100pct,up100pct::SZ300125::000000,cross_split,train,,2019-03-28,2022-08-10,543,1362,False,False,False,False,pass,
SZ300127,up100pct,up100pct::SZ300127::000000,train,train,train,2018-01-11,2025-10-13,251,2118,False,False,False,False,pass,
SZ300128,up100pct,up100pct::SZ300128::000000,train,train,train,2019-02-14,2025-10-28,464,2080,False,False,False,False,pass,
SZ300131,up100pct,up100pct::SZ300131::000000,train,train,train,2018-01-19,2026-05-19,257,2163,False,False,False,False,pass,
SZ300132,up100pct,up100pct::SZ300132::000000,train,train,train,2018-05-11,2020-11-17,318,918,False,False,False,False,pass,
SZ300133,up100pct,up100pct::SZ300133::000000,cross_split,train,robustness;train,2021-01-08,2026-02-10,978,2212,False,True,False,False,pass,
SZ300134,up100pct,up100pct::SZ300134::000000,train,train,train,2019-02-11,2019-09-10,301,447,False,False,False,False,pass,
SZ300136,up100pct,up100pct::SZ300136::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-05-25,510,2276,True,True,True,True,pass,
SZ300137,up100pct,up100pct::SZ300137::000000,train,train,train,2019-02-11,2026-05-20,508,2269,False,False,False,False,pass,
SZ300143,up100pct,up100pct::SZ300143::000000,train,train,train,2020-05-07,2020-09-02,742,824,False,False,False,False,pass,
SZ300147,up100pct,up100pct::SZ300147::000000,train,train,train,2019-03-06,2024-10-30,527,1898,False,False,False,False,pass,
SZ300149,up100pct,up100pct::SZ300149::000000,train,train,train,2020-02-03,2020-09-01,504,649,False,False,False,False,pass,
SZ300158,up100pct,up100pct::SZ300158::000000,train,train,train,2019-03-06,2022-04-01,527,1275,False,False,False,False,pass,
SZ300159,up100pct,up100pct::SZ300159::000000,train,train,train,2020-01-10,2021-08-19,658,1048,False,False,False,False,pass,
SZ300166,up100pct,up100pct::SZ300166::000000,cross_split,train,train;validation,2020-12-25,2026-05-20,969,2273,False,True,True,False,pass,
SZ300171,up100pct,up100pct::SZ300171::000000,train,train,train,2019-02-11,2021-08-20,510,1128,False,False,False,False,pass,
SZ300177,up100pct,up100pct::SZ300177::000000,train,train,train,2019-10-25,2024-12-13,625,1872,False,False,False,False,pass,
SZ300180,up100pct,up100pct::SZ300180::000000,train,train,train,2021-01-29,2024-10-21,987,1885,False,False,False,False,pass,
SZ300181,up100pct,up100pct::SZ300181::000000,train,train,train,2018-01-11,2024-05-06,251,1779,False,False,False,False,pass,
SZ300182,up100pct,up100pct::SZ300182::000000,cross_split,train,robustness;train;validation,2019-07-03,2026-02-11,607,2208,False,True,True,True,pass,
SZ300183,up100pct,up100pct::SZ300183::000000,train,train,train,2018-01-31,2021-08-06,265,1118,False,False,False,False,pass,
SZ300184,up100pct,up100pct::SZ300184::000000,train,train,train,2019-09-05,2026-05-29,651,2278,False,False,False,False,pass,
SZ300189,up100pct,up100pct::SZ300189::000000,cross_split,train,,2019-04-01,2026-01-30,510,2162,False,False,False,False,pass,
SZ300191,up100pct,up100pct::SZ300191::000000,train,train,train,2018-01-15,2026-03-04,253,2222,False,False,False,False,pass,
SZ300194,up100pct,up100pct::SZ300194::000000,train,train,train,2019-04-02,2019-04-22,546,559,False,False,False,False,pass,
SZ300199,up100pct,up100pct::SZ300199::000000,train,train,train,2019-02-11,2022-03-15,510,1262,False,False,False,False,pass,
SZ300199,up100pct,up100pct::SZ300199::000001,cross_split,validation,robustness;validation,2022-07-25,2025-08-20,1350,2096,False,True,False,True,pass,
SZ300203,up100pct,up100pct::SZ300203::000000,train,train,train,2019-09-05,2022-10-17,653,1404,False,False,False,False,pass,
SZ300205,up100pct,up100pct::SZ300205::000000,train,train,train,2019-02-27,2022-03-22,522,1267,False,False,False,False,pass,
SZ300206,up100pct,up100pct::SZ300206::000000,train,train,train,2020-02-10,2020-07-10,752,855,False,False,False,False,pass,
SZ300207,up100pct,up100pct::SZ300207::000000,cross_split,robustness;validation,robustness;validation,2023-04-14,2025-10-30,1513,2128,True,True,False,True,pass,
SZ300209,up100pct,up100pct::SZ300209::000000,train,train,train,2020-07-02,2026-05-22,688,2110,False,False,False,False,pass,
SZ300215,up100pct,up100pct::SZ300215::000000,train,train,train,2019-02-11,2021-09-23,510,1150,False,False,False,False,pass,
SZ300219,up100pct,up100pct::SZ300219::000000,train,train,train,2019-03-06,2021-11-24,512,1174,False,False,False,False,pass,
SZ300222,up100pct,up100pct::SZ300222::000000,train,train,train,2020-01-20,2026-05-26,696,2230,False,False,False,False,pass,
SZ300223,up100pct,up100pct::SZ300223::000000,train,train,train,2020-09-16,2021-07-29,822,1031,False,False,False,False,pass,
SZ300223,up100pct,up100pct::SZ300223::000001,cross_split,robustness;validation,robustness;validation,2022-07-26,2026-05-27,1270,2197,True,True,False,True,pass,
SZ300233,up100pct,up100pct::SZ300233::000000,train,train,train,2020-12-10,2021-07-16,953,1098,False,False,False,False,pass,
SZ300236,up100pct,up100pct::SZ300236::000000,train,train,train,2019-11-05,2026-05-25,690,2276,False,False,False,False,pass,
SZ300238,up100pct,up100pct::SZ300238::000000,train,train,train,2019-05-06,2020-07-24,458,757,False,False,False,False,pass,
SZ300244,up100pct,up100pct::SZ300244::000000,train,train,train,2019-02-13,2021-01-25,509,986,False,False,False,False,pass,
SZ300245,up100pct,up100pct::SZ300245::000000,train,train,train,2018-01-11,2025-02-27,246,1972,False,False,False,False,pass,
SZ300248,up100pct,up100pct::SZ300248::000000,cross_split,train,,2018-03-13,2020-09-10,289,899,False,False,False,False,pass,
SZ300251,up100pct,up100pct::SZ300251::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-02-14,251,1968,True,True,True,True,pass,
SZ300253,up100pct,up100pct::SZ300253::000000,robustness,robustness,robustness,2024-04-02,2026-01-13,1745,2177,False,False,False,False,pass,
SZ300255,up100pct,up100pct::SZ300255::000000,train,train,train,2018-05-11,2023-10-16,328,1645,False,False,False,False,pass,
