instrument,trigger_decision_date,source_sample_row_idx,exclusion_scope,reason,source_requirement_version,source_manifest_sha256,source_failure_evidence_sha256
SH601969,2021-12-16,306569,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH601975,2022-11-07,386763,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH601997,2022-05-09,340396,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603005,2021-08-04,273287,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603025,2021-12-16,306577,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603026,2022-08-24,368434,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603039,2021-02-03,231034,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603096,2018-07-27,29459,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603098,2022-03-24,331011,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603218,2022-08-29,369885,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603222,2020-06-11,176517,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603236,2022-09-20,376157,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603267,2022-11-21,389666,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603328,2018-05-02,15467,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603421,2019-02-01,64469,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603489,2022-02-17,321196,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603515,2021-05-07,251425,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603556,2018-04-11,12821,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603565,2022-08-29,369898,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603583,2021-02-26,234834,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603638,2022-03-08,326373,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603708,2020-10-16,203616,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603711,2019-09-02,107898,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603718,2020-09-03,196033,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603730,2020-02-14,146670,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603733,2022-01-28,317456,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603866,2022-02-07,317932,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603877,2021-08-19,277125,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603888,2020-01-22,142445,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603906,2021-11-12,297128,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603915,2021-02-09,232482,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603927,2020-09-09,196988,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH603983,2021-06-03,258560,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SH605111,2022-08-23,367985,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000008,2019-01-08,57313,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000012,2022-03-18,329184,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000016,2020-07-13,182700,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000035,2019-12-30,137310,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000042,2018-10-16,42097,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000056,2018-10-17,42565,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000061,2020-04-27,164640,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000078,2020-03-09,151860,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000088,2018-12-17,51563,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000089,2020-08-14,191801,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000156,2020-02-26,149034,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000401,2022-07-29,360802,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000402,2021-03-25,241515,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000422,2021-11-12,297144,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000501,2018-02-26,5990,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000503,2020-01-16,141058,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000553,2022-09-06,372827,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000560,2019-05-10,83078,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000581,2021-06-08,260001,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000600,2018-03-30,10690,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000652,2020-04-07,158473,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000656,2022-05-09,340456,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000672,2020-09-30,201762,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000681,2019-11-29,128909,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000685,2018-12-19,52538,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000686,2021-02-02,230613,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000690,2019-07-31,100489,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000709,2022-12-05,393109,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000710,2020-10-14,202711,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000717,2019-03-18,74086,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000727,2019-03-12,73125,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000761,2021-09-13,283821,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000762,2022-11-11,387318,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000778,2020-01-17,141542,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000810,2022-08-24,368509,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000826,2019-08-23,105625,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000869,2021-07-22,270031,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000881,2018-03-21,9854,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000910,2018-02-26,6024,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000927,2022-04-14,336244,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000930,2020-03-31,157547,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000935,2019-03-22,75070,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000951,2021-08-12,275746,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000968,2018-12-18,52088,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000970,2022-08-02,361794,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ000998,2022-05-23,343768,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ001914,2021-05-27,256720,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002004,2018-04-19,13767,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002019,2021-06-08,260045,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002030,2022-11-22,390244,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002041,2021-01-11,224955,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002051,2019-07-26,99586,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002081,2021-06-02,258153,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002099,2019-04-30,80768,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002102,2018-03-16,9019,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002110,2021-09-16,285292,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002124,2021-03-31,242991,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002127,2021-08-16,276718,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002139,2021-12-09,305269,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002191,2022-02-11,319889,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002217,2020-05-19,169966,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002221,2021-02-23,233984,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002233,2020-05-13,168052,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002242,2021-07-09,267679,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002243,2020-08-04,188522,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002266,2022-08-01,361348,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ002285,2018-12-25,53554,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
