policy_id,cost_scenario_id,terminal_mark_date,open_position_n,open_position_weight,open_position_notional_cny,sell_commission_cny,sell_stamp_tax_cny,sell_transfer_fee_cny,sell_slippage_cny,total_shadow_cost_cny,live_final_NAV,liquidation_adjusted_final_NAV,live_nav_compound_return,liquidation_adjusted_compound_return,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,historical_support_claim_allowed,deployment_authorized,source_table_content_hash,run_id,contract_version
B0_P4_RAW_RANK__D8__L000__STOPNONE,SLIP010,2026-04-30,44,0.992902325832,14097920,3524.48,7048.96,140.9792,14097.92,24812.3392,14198697.7301,14173885.3909,0.41986977301,0.41738853909,128.96951917,root_found,123.723631095,root_found,False,False,06deaac90fcc639de56efcdf917331430cbf346e466055c37aeead482f7a33f1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOPNONE,SLIP020,2026-04-30,44,1.0182109271,14097920,3524.48,7048.96,140.9792,28195.84,38910.2592,13845775.5901,13806865.3309,0.38457755901,0.38068653309,128.96951917,root_found,123.723631095,root_found,False,False,150b144603742e53a1020a001d9bd20d3f19b242841a256205b4bad687a709c9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOPNONE,SLIP040,2026-04-30,44,1.07290667411,14097920,3524.48,7048.96,140.9792,56391.68,67106.0992,13139931.3101,13072825.2109,0.31399313101,0.30728252109,128.96951917,root_found,123.723631095,root_found,False,False,0a279f99624b0884709ca6731273bf2a52f88a73f1382760602c242a697af237,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,GROSS,2026-04-30,13,0.329564343116,3631163,0,0,0,0,0,11018069.9941,11018069.9941,0.101806999407,0.101806999407,22.8973771918,root_found,22.5959929849,root_found,False,False,469d499d5cc149f7e6e32f7b241c87fcdfd5ab38dbe17a3650cd23181624edcf,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,SLIP000,2026-04-30,13,0.335193681922,3631163,907.79075,1815.5815,36.31163,0,2759.68388,10833029.3673,10830269.6834,0.0833029367314,0.0830269683434,22.8973771918,root_found,22.5959929849,root_found,False,False,bf5cbc7055152b1957b45cbea2393fb1bc6ce9abb56cbd52e921f8bd2644bc0c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,SLIP005,2026-04-30,13,0.340918279275,3631163,907.79075,1815.5815,36.31163,1815.5815,4575.26538,10651124.3918,10646549.1264,0.0651124391817,0.0646549126437,22.8973771918,root_found,22.5959929849,root_found,False,False,86b65f54bc9380abc8fce69295c855b77d6ed940901e1fe43617aaa4d5d08daf,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,SLIP010,2026-04-30,13,0.346841808888,3631163,907.79075,1815.5815,36.31163,3631.163,6390.84688,10469219.4163,10462828.5694,0.046921941632,0.046282856944,22.8973771918,root_found,22.5959929849,root_found,False,False,cd313c826104237c8194c120b780b512cf3479d93f305c60e7ca91b337ed2561,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,SLIP020,2026-04-30,13,0.35932863606,3631163,907.79075,1815.5815,36.31163,7262.326,10022.00988,10105409.4653,10095387.4554,0.0105409465326,0.00953874554463,22.8973771918,root_found,22.5959929849,root_found,False,False,d89f4485077b55fef6df35fa61c8da4da587161109922eea2490c024dbf20fc9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP05,SLIP040,2026-04-30,13,0.387208838018,3631163,907.79075,1815.5815,36.31163,14524.652,17284.33588,9377789.56334,9360505.22746,-0.0622210436662,-0.0639494772542,22.8973771918,root_found,22.5959929849,root_found,False,False,cfc566f5754a98c4042fc97d749dc7770a558c510cf3c29028ec041ab0810994,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,GROSS,2026-04-30,30,0.70217098979,9111883,0,0,0,0,0,12976729.5039,12976729.5039,0.297672950391,0.297672950391,78.6733587338,root_found,76.5172485808,root_found,False,False,566d59cadbdcee2e13d0cd6f55b8f5c46a629e67f5b69901f4dab900cca1f17e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP000,2026-04-30,30,0.712047980785,9111883,2277.97075,4555.9415,91.11883,0,6925.03108,12796726.1279,12789801.0968,0.279672612785,0.278980109677,78.6733587338,root_found,76.5172485808,root_found,False,False,409e040002c134bd53d6cde90ef5c759a2c8b09157f0b42e795b5613a8fcbd9b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP005,2026-04-30,30,0.722077431499,9111883,2277.97075,4555.9415,91.11883,4555.9415,11480.97258,12618983.2316,12607502.259,0.26189832316,0.260750225902,78.6733587338,root_found,76.5172485808,root_found,False,False,f1847d2098ca3e5bf02a6da93c4c70cea49afefc3ba520fad9ee5364f1d04cb3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP010,2026-04-30,30,0.732393455507,9111883,2277.97075,4555.9415,91.11883,9111.883,16036.91408,12441240.3354,12425203.4213,0.244124033535,0.242520342127,78.6733587338,root_found,76.5172485808,root_found,False,False,1fd845d3710a1caf7e84e591b0cef070eb3b5ff1a1d5043f907428f08a1c51ee,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP020,2026-04-30,30,0.753935798356,9111883,2277.97075,4555.9415,91.11883,18223.766,25148.79708,12085754.5428,12060605.7458,0.208575454285,0.206060574577,78.6733587338,root_found,76.5172485808,root_found,False,False,eb9932da5b01edae30bfc7d3c9ba1767e70a1c9f77779a32485d47ba2594cf7a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP040,2026-04-30,30,0.801059944069,9111883,2277.97075,4555.9415,91.11883,36447.532,43372.56308,11374782.9578,11331410.3948,0.137478295784,0.133141039476,78.6733587338,root_found,76.5172485808,root_found,False,False,5ef4220af62e8b84ca9f93e5c5b22aa0716a92ff997ebc376a061e84dd73b307,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,GROSS,2026-04-30,39,0.872083787378,11710280,0,0,0,0,0,13427929.9415,13427929.9415,0.342792994147,0.342792994147,91.6161266832,root_found,88.4444946678,root_found,False,False,a8239a29df18c3907838512fca70bbb35888f538490017e7294d526df3095359,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP000,2026-04-30,39,0.883871815192,11710280,2927.57,5855.14,117.1028,0,8899.8128,13248844.2314,13239944.4186,0.32488442314,0.32399444186,91.6161266832,root_found,88.4444946678,root_found,False,False,0c9af42ed121496cfb1cff81951538cae4d7001dae7e04273a001412a40d461a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP005,2026-04-30,39,0.89586099856,11710280,2927.57,5855.14,117.1028,5855.14,14754.9528,13071536.7884,13056781.8356,0.307153678843,0.305678183563,91.6161266832,root_found,88.4444946678,root_found,False,False,24fb6db24b910bd040cac810f69641dd1f2797199463a78be3cb026eeeab8d76,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP010,2026-04-30,39,0.908179906395,11710280,2927.57,5855.14,117.1028,11710.28,20610.0928,12894229.3455,12873619.2527,0.289422934546,0.287361925266,91.6161266832,root_found,88.4444946678,root_found,False,False,6ca0893142ec7f9dcb8850ba85d65854d181a0717e067bb6305aeb18cba1b817,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP020,2026-04-30,39,0.933862842259,11710280,2927.57,5855.14,117.1028,23420.56,32320.3728,12539614.4595,12507294.0867,0.253961445952,0.250729408672,91.6161266832,root_found,88.4444946678,root_found,False,False,4e6488e24dbfca79d9b88546441fb0232d538d2f92d040a8931ffac18ca6ce0a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP040,2026-04-30,39,0.989847778343,11710280,2927.57,5855.14,117.1028,46841.12,55740.9328,11830384.6876,11774643.7548,0.183038468764,0.177464375484,91.6161266832,root_found,88.4444946678,root_found,False,False,5cbfe06972addba490b796e268630141f1a8c7187c66481dd2eccd7d275ca5eb,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,GROSS,2026-04-30,42,0.924730886126,12655190,0,0,0,0,0,13685267.9951,13685267.9951,0.368526799513,0.368526799513,100.4924439,root_found,96.7120407622,root_found,False,False,bce67d8386d353ad97c022c66af186a7324ba9f0f597bf918a1971cadb000c7a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP000,2026-04-30,42,0.936788525037,12655190,3163.7975,6327.595,126.5519,0,9617.9444,13509121.4952,13499503.5508,0.350912149516,0.349950355076,100.4924439,root_found,96.7120407622,root_found,False,False,26e44bdf0d559ef5ca9c4eca2e3eba47bbbcd7050a043c43ef4398c1b5701491,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP005,2026-04-30,42,0.949054413374,12655190,3163.7975,6327.595,126.5519,6327.595,15945.5394,13334525.2092,13318579.6698,0.333452520916,0.331857966976,100.4924439,root_found,96.7120407622,root_found,False,False,36a8cea2ebbd0357736d476acb91ccd161b994ceab74bd7f2306ea758b7f8596,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP010,2026-04-30,42,0.961645771333,12655190,3163.7975,6327.595,126.5519,12655.19,22273.1344,13159928.9232,13137655.7888,0.315992892317,0.313765578877,100.4924439,root_found,96.7120407622,root_found,False,False,9a1b8924aac44d341759d77b4fce8484b843438dea4f51caa1d0a4fcacc10341,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP020,2026-04-30,42,0.987858125645,12655190,3163.7975,6327.595,126.5519,25310.38,34928.3244,12810736.3512,12775808.0268,0.281073635117,0.277580802677,100.4924439,root_found,96.7120407622,root_found,False,False,564a12b4c88526efd3bd457d2890095e86d2186733fc3e44a695f761c5757af3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP040,2026-04-30,42,1.04481696275,12655190,3163.7975,6327.595,126.5519,50620.76,60238.7044,12112351.2072,12052112.5028,0.211235120718,0.205211250278,100.4924439,root_found,96.7120407622,root_found,False,False,c69183e3672977632b6c1cdf0183718ab6c68ce2ca4a7654a3d19b2a8e9eab99,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,GROSS,2026-04-30,44,0.957624733609,14076803,0,0,0,0,0,14699707,14699707,0.4699707,0.4699707,128.40731665,root_found,123.179853643,root_found,False,False,cd0d7212b58e39fea2c7d49607b0d76cdcb75b788ae5361c0fa0c870f0048180,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP000,2026-04-30,44,0.969334150984,14076803,3519.20075,7038.4015,140.76803,0,10698.37028,14522136.6499,14511438.2796,0.45221366499,0.451143827962,128.40731665,root_found,123.179853643,root_found,False,False,0affa4f3b635330510569691d8bbf55e00135e6fd07244a32ba6fad8b9e0d9c8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP005,2026-04-30,44,0.981231906988,14076803,3519.20075,7038.4015,140.76803,7038.4015,17736.77178,14346051.0199,14328314.2481,0.43460510199,0.432831424812,128.40731665,root_found,123.179853643,root_found,False,False,0f78a2591b60ac9f245feb15bf52fabb71effc3cad3d664abd4ee9a19a047891,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP010,2026-04-30,44,0.993425362212,14076803,3519.20075,7038.4015,140.76803,14076.803,24775.17328,14169965.3899,14145190.2166,0.41699653899,0.414519021662,128.40731665,root_found,123.179853643,root_found,False,False,29ab7c37f485acc8e21d2089638de4958fad38a9f34d0057705d79808c1c6ed1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP020,2026-04-30,44,1.01874458887,14076803,3519.20075,7038.4015,140.76803,28153.606,38851.97628,13817794.1299,13778942.1536,0.38177941299,0.377894215362,128.40731665,root_found,123.179853643,root_found,False,False,afcdf8bf494502255fecbbcd9b63daa7a6be6186376db0c178ea65de91b7e6d1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP040,2026-04-30,44,1.07346283944,14076803,3519.20075,7038.4015,140.76803,56307.212,67005.58228,13113451.6099,13046446.0276,0.31134516099,0.304644602762,128.40731665,root_found,123.179853643,root_found,False,False,b987e9ca0c4d55bf2dbc30d4a0a16934acb76a9cf49030ac1391ae049d4b8d19,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,GROSS,2026-04-30,13,0.329678142869,3633069,0,0,0,0,0,11020048.1244,11020048.1244,0.102004812445,0.102004812445,22.9724249184,root_found,22.6699303785,root_found,False,False,e1acd0adf41631f8ea03a6dbdcdc16cc353042e666c0004ebeb249a3e6151296,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP000,2026-04-30,13,0.335303399718,3633069,908.26725,1816.5345,36.33069,0,2761.13244,10835168.9934,10832407.8609,0.0835168993374,0.0832407860934,22.9724249184,root_found,22.6699303785,root_found,False,False,965f16f4b410316f42c82974f3915eac01203379d84a0db5d2a9ce6933433cf7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP005,2026-04-30,13,0.34102460527,3633069,908.26725,1816.5345,36.33069,1816.5345,4577.66694,10653392.5818,10648814.9149,0.0653392581811,0.0648814914871,22.9724249184,root_found,22.6699303785,root_found,False,False,7dc0614233bd0781d589cde81f7fe2c5388ca0b2e3537400cfc723fc30fcee35,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP010,2026-04-30,13,0.346944439228,3633069,908.26725,1816.5345,36.33069,3633.069,6394.20144,10471616.1702,10465221.9688,0.0471616170249,0.0465221968809,22.9724249184,root_found,22.6699303785,root_found,False,False,4480666394af3614810082a7b3177d6ec23b79d354acbdb75e5dbc9765b62e43,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP020,2026-04-30,13,0.359422856311,3633069,908.26725,1816.5345,36.33069,7266.138,10027.27044,10108063.3471,10098036.0767,0.0108063347125,0.00980360766848,22.9724249184,root_found,22.6699303785,root_found,False,False,d71d41db7909666d4644b623c4e777f420bf42b1a549207dc5337b6e86c1a73f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP040,2026-04-30,13,0.387281247378,3633069,908.26725,1816.5345,36.33069,14532.276,17293.40844,9380957.70088,9363664.29244,-0.0619042299124,-0.0636335707564,22.9724249184,root_found,22.6699303785,root_found,False,False,5bdf87fe33bd7c1ec652db44997d36864b7092d78ccacd82967a9215873dbb18,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,GROSS,2026-04-30,30,0.703728302268,9131089,0,0,0,0,0,12975304.4898,12975304.4898,0.297530448978,0.297530448978,78.515605037,root_found,76.3619997779,root_found,False,False,6448602057479a84baeff6abc5716b5a838dfafa79c348b6805796f1e25432f3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP000,2026-04-30,30,0.713640279726,9131089,2282.77225,4565.5445,91.31089,0,6939.62764,12795086.3473,12788146.7197,0.279508634729,0.278814671965,78.515605037,root_found,76.3619997779,root_found,False,False,d7bf7b0f906b579d93287e0b8a773e779e695cb57dfb84a293ba199228bd09dc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP005,2026-04-30,30,0.723707959177,9131089,2282.77225,4565.5445,91.31089,4565.5445,11505.17214,12617090.7535,12605585.5814,0.261709075355,0.260558558141,78.515605037,root_found,76.3619997779,root_found,False,False,4f8ff25c038e9ac5e197d3750dfb4e3903175c3a7f1600b5585ddd922e262e38,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP010,2026-04-30,30,0.734063762894,9131089,2282.77225,4565.5445,91.31089,9131.089,16070.71664,12439095.1598,12423024.4432,0.24390951598,0.242302444316,78.515605037,root_found,76.3619997779,root_found,False,False,8cf65e9ec89953d06f3e6757b052cc2f17a3655ef55a1c3cbe5f0e1f5439acf2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP020,2026-04-30,30,0.755690675254,9131089,2282.77225,4565.5445,91.31089,18262.178,25201.80564,12083103.9723,12057902.1667,0.208310397231,0.205790216667,78.515605037,root_found,76.3619997779,root_found,False,False,d14dec15486ef6ca3a12b484ca5bd5e95a59fadc92aa69322c0acf91ee36097e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP040,2026-04-30,30,0.803006890907,9131089,2282.77225,4565.5445,91.31089,36524.356,43463.98364,11371121.5973,11327657.6137,0.137112159733,0.132765761369,78.515605037,root_found,76.3619997779,root_found,False,False,a127e8abb28728e682f6f7897d34a2239df595ca9635691183461af2a17d1cc6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,GROSS,2026-04-30,39,0.870421956838,11658082,0,0,0,0,0,13393598.2525,13393598.2525,0.339359825246,0.339359825246,90.6791042471,root_found,87.5500303628,root_found,False,False,28e9139f4ba9122d0e79eb62cb823aa9c4d2ba9f1c5ff005a8caa9707c29ff4d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP000,2026-04-30,39,0.882212003038,11658082,2914.5205,5829.041,116.58082,0,8860.14232,13214603.7005,13205743.5582,0.321460370054,0.320574355822,90.6791042471,root_found,87.5500303628,root_found,False,False,ee9f36810933e8ceeec337018ac56d3557eb89c3fc6355decde205a26b2cca3f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP005,2026-04-30,39,0.89420627223,11658082,2914.5205,5829.041,116.58082,5829.041,14689.18332,13037352.0764,13022662.8931,0.303735207641,0.302266289309,90.6791042471,root_found,87.5500303628,root_found,False,False,3eda69949fbbb34da11f01b1dc5f21ed20b2602abf84af899b2151e356fab31d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP010,2026-04-30,39,0.906531177051,11658082,2914.5205,5829.041,116.58082,11658.082,20518.22432,12860100.4523,12839582.228,0.286010045228,0.283958222796,90.6791042471,root_found,87.5500303628,root_found,False,False,fba2e2b14f1ab721a53c9942e4c163bd32b526ef560eb82dfe0d3029d2adfeb6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP020,2026-04-30,39,0.932229129868,11658082,2914.5205,5829.041,116.58082,23316.164,32176.30632,12505597.204,12473420.8977,0.250559720403,0.247342089771,90.6791042471,root_found,87.5500303628,root_found,False,False,2b1759951272a97e1734f8af25e515b8a375464c2c500b44f84eb785bab26eaa,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-04-30,39,0.988258581572,11658082,2914.5205,5829.041,116.58082,46632.328,55492.47032,11796590.7075,11741098.2372,0.179659070753,0.174109823721,90.6791042471,root_found,87.5500303628,root_found,False,False,c19f5a454614fb5ce3cae22a70a1adb397ed91a49f4bcb828357f3c3e67768cc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2026-04-30,42,0.926780395182,12695633,0,0,0,0,0,13698642.1659,13698642.1659,0.369864216594,0.369864216594,100.866108241,root_found,97.0613080899,root_found,False,False,0a762fa0df53fcf26de74d6c28cb05b24acee4faa0027bbe56537358fc9d8f2c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP000,2026-04-30,42,0.938850854801,12695633,3173.90825,6347.8165,126.95633,0,9648.68108,13522523.7694,13512875.0884,0.352252376944,0.351287508836,100.866108241,root_found,97.0613080899,root_found,False,False,67c9fba04316a43ee31c121faadf191fb7dce33291ad635d06ba51a4ecd4b04d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP005,2026-04-30,42,0.951132654514,12695633,3173.90825,6347.8165,126.95633,6347.8165,15996.49758,13347909.9259,13331913.4283,0.334790992586,0.333191342828,100.866108241,root_found,97.0613080899,root_found,False,False,161626cfe64eb044136bd28b51d327b4d97a51325e1c9ad9e5efc7c64aa938be,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP010,2026-04-30,42,0.963740048103,12695633,3173.90825,6347.8165,126.95633,12695.633,22344.31408,13173296.0823,13150951.7682,0.317329608227,0.315095176819,100.866108241,root_found,97.0613080899,root_found,False,False,650605690beb0758781af27dc81210686f74045d89deebfb29dc587972eccd27,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP020,2026-04-30,42,0.989984816741,12695633,3173.90825,6347.8165,126.95633,25391.266,35039.94708,12824068.3951,12789028.448,0.282406839511,0.278902844803,100.866108241,root_found,97.0613080899,root_found,False,False,18a1422401b934b93a2866ec0f8bfbbf671afcb26e9b507ab90b849d400c6420,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP040,2026-04-30,42,1.04700958032,12695633,3173.90825,6347.8165,126.95633,50782.532,60431.21308,12125613.0208,12065181.8077,0.212561302078,0.20651818077,100.866108241,root_found,97.0613080899,root_found,False,False,114fc9290e97d4758ae3dbb3148bc4248c393ecc197f324f6ad8113715f0498f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,GROSS,2026-04-30,44,0.958045030637,14072574,0,0,0,0,0,14688844,14688844,0.4688844,0.4688844,128.079929065,root_found,122.867315938,root_found,False,False,bb21f91a57d877af890a1c95b8bd7e1ea95f76a7e979ffe44cd9339292d137a9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP000,2026-04-30,44,0.969767188722,14072574,3518.1435,7036.287,140.72574,0,10695.15624,14511291.126,14500595.9698,0.451129112601,0.450059596977,128.079929065,root_found,122.867315938,root_found,False,False,214968c1e3b86710e43da63c8764d7bcff4e7ae3fbc100c6c199bf87f83d6817,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP005,2026-04-30,44,0.981681094259,14072574,3518.1435,7036.287,140.72574,7036.287,17731.44324,14335178.789,14317447.3458,0.433517878901,0.431744734577,128.079929065,root_found,122.867315938,root_found,False,False,6814354b064f4a94260afb7d013e6f2bb31adaa4e89404b1886aed38dfc5f7b6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP010,2026-04-30,44,0.993891373255,14072574,3518.1435,7036.287,140.72574,14072.574,24767.73024,14159066.452,14134298.7218,0.415906645201,0.413429872177,128.079929065,root_found,122.867315938,root_found,False,False,76b3a5d361c5ea4f259a6b30c8d4204caecff3204311febcebd89c43745e2325,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
